row,title,doi,status,detail
313,Global Alignment of Protein-Protein Interaction Networks: A Survey,https://doi.org/10.1109/TCBB.2015.2474391,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TCBB.2015.2474391.txt
314,Global Genetic Networks and the Genotype to Phenotype Relationship,https://doi.org/10.1016/j.cell.2019.01.033,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2019.01.033.txt
315,Glutamate and GABA in Microglia-Neuron Cross-Talk in Alzheimer’s Disease,https://doi.org/10.3390/ijms222111677,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_ijms222111677.txt
316,Glutamatergic Signaling in the Central Nervous System: Ionotropic and Metabotropic Receptors in Concert,https://doi.org/10.1016/j.neuron.2018.05.018,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuron.2018.05.018.txt
317,Graded regulation of cellular quiescence depth between proliferation and senescence by a lysosomal dimmer switch,https://doi.org/10.1073/pnas.1915905116,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.1915905116.txt
318,Graph neural network approaches for drug-target interactions.,https://doi.org/10.1016/j.sbi.2021.102327,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.sbi.2021.102327.txt
319,Graph Representation Learning in Biomedicine and Healthcare,https://doi.org/10.1038/s41551-022-00942-x,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41551-022-00942-x.pdf
320,Graph Theoretical Framework of Brain Networks in Multiple Sclerosis: A Review of Concepts.,https://doi.org/10.1016/j.neuroscience.2017.10.033,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.neuroscience.2017.10.033.txt
321,Graphia: A platform for the graph-based visualisation and analysis of high dimensional data,https://doi.org/10.1371/journal.pcbi.1010310,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1010310.pdf
322,GraphWorld: Fake Graphs Bring Real Insights for GNNs,https://doi.org/10.1145/3534678.3539203,doi_title_mismatch,Crossref title: 'GraphWorld' | saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1145_3534678.3539203.txt
323,Grazing intensity induced alternations of soil microbial community composition in aggregates drive soil organic carbon turnover in a desert steppe,https://doi.org/10.1016/J.AGEE.2021.107387,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.AGEE.2021.107387.txt
324,GWENA: gene co-expression networks analysis and extended modules characterization in a single Bioconductor package,https://doi.org/10.1186/s12859-021-04179-4,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s12859-021-04179-4.pdf
325,Hair Cell Mechanotransduction Regulates Spontaneous Activity and Spiral Ganglion Subtype Specification in the Auditory System,https://doi.org/10.1016/j.cell.2018.07.008,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2018.07.008.txt
326,Hakai is required for stabilization of core components of the m6A mRNA methylation machinery,https://doi.org/10.1038/s41467-021-23892-5,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-021-23892-5.pdf
327,Hard Limits and Performance Tradeoffs in a Class of Antithetic Integral Feedback Networks.,https://doi.org/10.1016/j.cels.2019.06.001,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cels.2019.06.001.txt
328,HDAC6 is a therapeutic target in mutant GARS-induced Charcot-Marie-Tooth disease,https://doi.org/10.1093/brain/awx375,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_brain_awx375.txt
329,Heparan Sulfate Organizes Neuronal Synapses through Neurexin Partnerships,https://doi.org/10.1016/j.cell.2018.07.002,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2018.07.002.txt
330,Hierarchical Feedback Modules and Reaction Hubs in Cell Signaling Networks,https://doi.org/10.1371/journal.pone.0125886,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pone.0125886.pdf
331,Hierarchical Functional System Development Supports Executive Function,https://doi.org/10.1016/j.tics.2022.11.005,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.tics.2022.11.005.txt
332,Hierarchical Organization of Modularity in Metabolic Networks,https://doi.org/10.1126/science.1073374,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_science.1073374.pdf
333,High-throughput mapping of long-range neuronal projection using in situ sequencing,https://doi.org/10.1016/j.cell.2019.09.023,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.cell.2019.09.023.txt
334,Higher-order Clustering and Pooling for Graph Neural Networks,https://doi.org/10.1145/3511808.3557353,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1145_3511808.3557353.pdf
335,Higher-order motif analysis in hypergraphs,https://doi.org/10.1038/s42005-022-00858-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s42005-022-00858-7.pdf
336,HimGNN: a novel hierarchical molecular graph representation learning framework for property prediction,https://doi.org/10.1093/bib/bbad305,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bib_bbad305.txt
337,HiSCF: leveraging higher-order structures for clustering analysis in biological networks,https://doi.org/10.1093/bioinformatics/btaa775,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_bioinformatics_btaa775.txt
338,Host genotype-specific rhizosphere fungus enhances drought resistance in wheat,https://doi.org/10.1186/s40168-024-01770-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1186_s40168-024-01770-8.pdf
339,Host-aware synthetic biology,https://doi.org/10.1016/J.COISB.2019.03.001,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_J.COISB.2019.03.001.txt
340,How Evolution Learns to Generalise: Using the Principles of Learning Theory to Understand the Evolution of Developmental Organisation,https://doi.org/10.1371/journal.pcbi.1005358,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1005358.pdf
341,How morphological development can guide evolution,https://doi.org/10.1038/s41598-018-31868-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41598-018-31868-7.pdf
342,Human condensin I and II drive extensive ATP-dependent compaction of nucleosome-bound DNA,https://doi.org/10.1101/683540,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1101_683540.txt
343,Human de novo Purine Biosynthesis,https://doi.org/10.1080/10409238.2020.1832438,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1080_10409238.2020.1832438.txt
344,Human information processing in complex networks,https://doi.org/10.1038/s41567-020-0924-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41567-020-0924-7.pdf
345,Hysteresis control of epithelial-mesenchymal transition dynamics conveys a distinct program with enhanced metastatic ability,https://doi.org/10.1038/s41467-018-07538-7,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-018-07538-7.pdf
346,Identification of a multienzyme complex for glucose metabolism in living cells,https://doi.org/10.1074/jbc.M117.783050,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1074_jbc.M117.783050.txt
347,Identification of Biochemical Network Modules Based on Shortest Retroactive Distances,https://doi.org/10.1371/journal.pcbi.1002262,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pcbi.1002262.pdf
348,Identification of cancer cytotoxic modulators of PDE3A by predictive chemogenomics,https://doi.org/10.1038/nchembio.1984,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1038_nchembio.1984.txt
349,Identification of disease treatment mechanisms through the multiscale interactome,https://doi.org/10.1038/s41467-021-21770-8,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-021-21770-8.pdf
350,Identification of EMT signaling cross-talk and gene regulatory networks by single-cell RNA sequencing,https://doi.org/10.1073/pnas.2102050118,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1073_pnas.2102050118.txt
351,Identification of Hub Genes and Key Pathways Associated With Bipolar Disorder Based on Weighted Gene Co-expression Network Analysis,https://doi.org/10.3389/fphys.2019.01081,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3389_fphys.2019.01081.txt
352,Identification of Lipocalin 2 as a Ferroptosis-Related Key Gene Associated with Hypoxic-Ischemic Brain Damage via STAT3/NF-κB Signaling Pathway,https://doi.org/10.3390/antiox12010186,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3390_antiox12010186.txt
353,Identification of network components in presence of unobserved nodes,https://doi.org/10.1109/CDC.2015.7402433,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_CDC.2015.7402433.txt
354,Identification of synthetic lethality based on a functional network by using machine learning algorithms,https://doi.org/10.1002/jcb.27395,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1002_jcb.27395.txt
355,Identification of Topological Network Modules in Perturbed Protein Interaction Networks,https://doi.org/10.1038/srep43845,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_srep43845.pdf
356,Identifying communities from multiplex biological networks,https://doi.org/10.7717/peerj.1525,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.7717_peerj.1525.txt
357,Identifying influential nodes in complex networks via Transformer,https://doi.org/10.1016/j.ipm.2024.103775,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.ipm.2024.103775.txt
358,Idiosyncratic epistasis leads to global fitness-correlated trends,https://doi.org/10.1126/science.abm4774,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1126_science.abm4774.pdf
359,Immune Cell Gene Signatures for Profiling the Microenvironment of Solid Tumors,https://doi.org/10.1158/2326-6066.CIR-18-0342,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1158_2326-6066.CIR-18-0342.txt
360,Immunosuppressive Traits of the Hybrid Epithelial/Mesenchymal Phenotype,https://doi.org/10.3389/fimmu.2021.797261,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.3389_fimmu.2021.797261.txt
361,Impaired spike-gamma coupling of area CA3 fast-spiking interneurons as the earliest functional impairment in the AppNL-G-F mouse model of Alzheimer’s disease,https://doi.org/10.1038/s41380-021-01257-0,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41380-021-01257-0.pdf
362,Implementing Nonlinear Feedback Controllers Using DNA Strand Displacement Reactions,https://doi.org/10.1109/TNB.2016.2560764,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1109_TNB.2016.2560764.txt
363,In situ characterisation and manipulation of biological systems with Chi.Bio,https://doi.org/10.1371/journal.pbio.3000794,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1371_journal.pbio.3000794.pdf
364,In-Silico Analysis and Implementation of a Multicellular Feedback Control Strategy in a Synthetic Bacterial Consortium.,https://doi.org/10.1021/acssynbio.6b00220,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1021_acssynbio.6b00220.txt
365,Increased structural white and grey matter network connectivity compensates for functional decline in early multiple sclerosis,https://doi.org/10.1177/1352458516651503,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1177_1352458516651503.txt
366,Individual differences and time‐varying features of modular brain architecture,https://doi.org/10.1016/j.neuroimage.2017.02.066,no_content_found,DOI resolves but no OA PDF or abstract was found
367,Individualized interactomes for network-based precision medicine in hypertrophic cardiomyopathy with implications for other clinical pathophenotypes,https://doi.org/10.1038/s41467-021-21146-y,paper_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/papers/10.1038_s41467-021-21146-y.pdf
368,Inductive inference of gene regulatory network using supervised and semi-supervised graph neural networks,https://doi.org/10.1016/j.csbj.2020.10.022,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.csbj.2020.10.022.txt
369,"Information fusion as an integrative cross-cutting enabler to achieve robust, explainable, and trustworthy medical artificial intelligence",https://doi.org/10.1016/j.inffus.2021.10.007,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1016_j.inffus.2021.10.007.txt
370,"INGA: protein function prediction combining interaction networks, domain assignments and sequence similarity",https://doi.org/10.1093/nar/gkv523,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1093_nar_gkv523.txt
371,Inhibition of RAF dimers: it takes two to tango,https://doi.org/10.1042/BST20200485,abstract_downloaded,saved /Users/jlheller/home/Technical/repos/ModularitySurvey/db/abstracts/10.1042_BST20200485.txt
